company_name,company_url,person_id,name,title,department,linkedin_url,bio,image_url,profile_url
Kpmgglobalservices,https://kpmgglobalservices.teamtailor.com,636869,Boglárka Horváth,Talent Acquisition Manager,"People, Performance and Culture",,,https://images.teamtailor-cdn.com/images/s3/teamtailor-production/square_226-v4/image_uploads/dc6187ee-bff9-448b-b18c-6de56c284171/original.jpeg,https://kpmgglobalservices.teamtailor.com/people/636869-boglarka-horvath
Kpmgglobalservices,https://kpmgglobalservices.teamtailor.com,1482570,Dorina Nagy,Talent Acquisition Business Partner,"People, Performance and Culture",,"The Budapest based dynamic and innovative  international compliance service center, KPMG Global Services Hungary is proud to have professionals with relevant language and technical skills from more than 40 countries around the world. KPMG Global Services Hungary is committed to building a diverse, equitable and truly inclusive company. We actively encourage diversity and inclusion, while opposing all forms of unlawful and unfair discrimination on the grounds of age, disability, gender reassignment, marriage and civil partnership, pregnancy and maternity, race, religion or belief, sex and sexual orientation. Join us, and become our next muticultural compliance professional!",https://images.teamtailor-cdn.com/images/s3/teamtailor-production/square_226-v4/image_uploads/4efbed54-3da8-49cf-a427-60bcbe002b48/original.jpeg,https://kpmgglobalservices.teamtailor.com/people/1482570-dorina-nagy
Kpmgglobalservices,https://kpmgglobalservices.teamtailor.com,1256374,Krisztina Répás,Talent Acquisition Business Partner,"People, Performance and Culture",,"The Budapest based dynamic and innovative  international compliance service center, KPMG Global Services Hungary is proud to have professionals with relevant language and technical skills from more than 40 countries around the world. KPMG Global Services Hungary is committed to building a diverse, equitable and truly inclusive company. We actively encourage diversity and inclusion, while opposing all forms of unlawful and unfair discrimination on the grounds of age, disability, gender reassignment, marriage and civil partnership, pregnancy and maternity, race, religion or belief, sex and sexual orientation. Join us, and become our next muticultural compliance professional!",https://images.teamtailor-cdn.com/images/s3/teamtailor-production/square_226-v4/image_uploads/d3d94cda-10bc-41c4-a4e8-16e69172d931/original.png,https://kpmgglobalservices.teamtailor.com/people/1256374-krisztina-repas
Kpmgglobalservices,https://kpmgglobalservices.teamtailor.com,945687,Tímea Bögös,Talent Acquisition Business Partner,"People, Performance and Culture",,"The Budapest based dynamic and innovative  international compliance service center, KPMG Global Services Hungary is proud to have professionals with relevant language and technical skills from more than 40 countries around the world. KPMG Global Services Hungary is committed to building a diverse, equitable and truly inclusive company. We actively encourage diversity and inclusion, while opposing all forms of unlawful and unfair discrimination on the grounds of age, disability, gender reassignment, marriage and civil partnership, pregnancy and maternity, race, religion or belief, sex and sexual orientation. Join us, and become our next muticultural compliance professional!",https://images.teamtailor-cdn.com/images/s3/teamtailor-production/square_226-v4/image_uploads/90b7fb04-dd2a-4d1e-8a4e-295c1a50b867/original.jpeg,https://kpmgglobalservices.teamtailor.com/people/945687-timea-bogos
Kpmgglobalservices,https://kpmgglobalservices.teamtailor.com,945688,Vivien Makkai,Talent Acquisition Business Partner,"People, Performance and Culture",,"The Budapest based dynamic and innovative  international compliance service center, KPMG Global Services Hungary is proud to have professionals with relevant language and technical skills from more than 40 countries around the world. KPMG Global Services Hungary is committed to building a diverse, equitable and truly inclusive company. We actively encourage diversity and inclusion, while opposing all forms of unlawful and unfair discrimination on the grounds of age, disability, gender reassignment, marriage and civil partnership, pregnancy and maternity, race, religion or belief, sex and sexual orientation. Join us, and become our next muticultural compliance professional!",https://images.teamtailor-cdn.com/images/s3/teamtailor-production/square_226-v4/image_uploads/8fa559c5-e2e6-4276-8402-87cce9d04e39/original.jpeg,https://kpmgglobalservices.teamtailor.com/people/945688-vivien-makkai
Kpmgglobalservices,https://kpmgglobalservices.teamtailor.com,970008,Katalin Rózsa,Senior Project Manager & Team Lead,Project Management,,"The Budapest based dynamic and innovative  international compliance service center, KPMG Global Services Hungary is proud to have professionals with relevant language and technical skills from more than 40 countries around the world. KPMG Global Services Hungary is committed to building a diverse, equitable and truly inclusive company. We actively encourage diversity and inclusion, while opposing all forms of unlawful and unfair discrimination on the grounds of age, disability, gender reassignment, marriage and civil partnership, pregnancy and maternity, race, religion or belief, sex and sexual orientation. Join us, and become our next muticultural compliance professional!",https://images.teamtailor-cdn.com/images/s3/teamtailor-production/square_226-v4/image_uploads/6e54a501-3c8e-40a9-9f22-82a127b98e45/original.png,https://kpmgglobalservices.teamtailor.com/people/970008-katalin-rozsa
Kpmgglobalservices,https://kpmgglobalservices.teamtailor.com,508087,Éva Bocsárdiné Geréb,Head of Risk Management,Risk Management,,,https://images.teamtailor-cdn.com/images/s3/teamtailor-production/square_226-v4/image_uploads/69e120c6-209b-47a0-be3f-970e0dc51260/original.jpeg,https://kpmgglobalservices.teamtailor.com/people/508087-eva-bocsardine-gereb
Kpmgglobalservices,https://kpmgglobalservices.teamtailor.com,508085,Emőke Sebestyén,Chief Financial Officer,Statutory Accounting,,"The Budapest based dynamic and innovative  international compliance service center, KPMG Global Services Hungary is proud to have professionals with relevant language and technical skills from more than 40 countries around the world. KPMG Global Services Hungary is committed to building a diverse, equitable and truly inclusive company. We actively encourage diversity and inclusion, while opposing all forms of unlawful and unfair discrimination on the grounds of age, disability, gender reassignment, marriage and civil partnership, pregnancy and maternity, race, religion or belief, sex and sexual orientation. Join us, and become our next muticultural compliance professional!",https://images.teamtailor-cdn.com/images/s3/teamtailor-production/square_226-v4/image_uploads/d121efa7-3379-4d02-aa11-d2565f07e260/original.jpeg,https://kpmgglobalservices.teamtailor.com/people/508085-emoke-sebestyen
Kpmgglobalservices,https://kpmgglobalservices.teamtailor.com,508094,Daniel Orgován,Head of Technology and Innovation,Technology,,,https://images.teamtailor-cdn.com/images/s3/teamtailor-production/square_226-v4/image_uploads/8808c35c-9bb2-438a-8387-a44186c079ac/original.jpeg,https://kpmgglobalservices.teamtailor.com/people/508094-daniel-orgovan
Kpmgglobalservices,https://kpmgglobalservices.teamtailor.com,836783,Melinda Pintér,Head of Transition,Transition,,"The Budapest based dynamic and innovative  international compliance service center, KPMG Global Services Hungary is proud to have professionals with relevant language and technical skills from more than 40 countries around the world. KPMG Global Services Hungary is committed to building a diverse, equitable and truly inclusive company. We actively encourage diversity and inclusion, while opposing all forms of unlawful and unfair discrimination on the grounds of age, disability, gender reassignment, marriage and civil partnership, pregnancy and maternity, race, religion or belief, sex and sexual orientation. Join us, and become our next muticultural compliance professional!",https://images.teamtailor-cdn.com/images/s3/teamtailor-production/square_226-v4/image_uploads/8a68c8cd-f28a-4ff6-863f-002573958578/original.jpeg,https://kpmgglobalservices.teamtailor.com/people/836783-melinda-pinter
